Code,Title,Question Body,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Level,Difficulty Level,Options 1 type,Options 1 asset,Options 1 score,Options 2 type,Options 2 asset,Options 2 score,Options 3 type,Options 3 asset,Options 3 score,Options 4 type,Options 4 asset,Options 4 score,Related micro-concepts,Related micro-concepts,Related micro-concepts
q_w_q1309,Read the word,öÂ‚ö©ëöÂì,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1310,Read the word,öÂ‚ö©ëöÂìö©ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1311,Read the word,öÂ¬ö©šöÂ_öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1312,Read the word,öÂ¬ö©†öÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1313,Read the word,öÂ¬ö©ëöÂ´öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1314,Read the word,öÂÁöÂŸöÂ_öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1315,Read the word,öÂÁöÂ_öÂ£ö©ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1316,Read the word,öÂÁöÂËöÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1317,Read the word,öÂ_ö©ˆöÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1318,Read the word,öÂŸöÂËöÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1319,Read the word,öÂŸö©öÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1320,Read the word,öÂŸö©ö©±öÂ´öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1321,Read the word,öÂŸö©ˆöÂå,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1322,Read the word,öÂŸö©±öÂÈ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1323,Read the word,öÂ_öÂ_öÂÁ,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1247,Read the word,ö_Êö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1248,Read the word,ö_Êö__ö_†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1249,Read the word,ö_´ö_ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1250,Read the word,ö_´ö_ëö_ôö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1251,Read the word,ö_„ö_óö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1252,Read the word,ö_„ö_†ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1253,Read the word,ö__ö_ö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1254,Read the word,ö__ö_‰ö_çö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1255,Read the word,ö_ö_†ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1256,Read the word,ö_ôö_Ëö_¿ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1257,Read the word,ö_çö_Ëö_¬,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1258,Read the word,ö__ö_ˆö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1259,Read the word,ö__ö_†ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1260,Read the word,ö__ö_Ëö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1261,Read the word,ö__ö_ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1262,Read the word,ö__ö_ˆö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1263,Read the word,ö_Âö__ö_´,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1264,Read the word,ö_Âö__ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1265,Read the word,ö_Âö_†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1266,Read the word,ö_Âö_ëö_´ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1267,Read the word,ö_Èö__ö__ö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1268,Read the word,ö_Èö_‰ö_ìö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1269,Read the word,ö_Èö_†ö_´ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1270,Read the word,ö_‚ö_ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1271,Read the word,ö_åö__ö_Ö,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1272,Read the word,ö_åö_ö_çö__ö_†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1273,Read the word,ö_åö_ˆö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1274,Read the word,ö__ö_ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1275,Read the word,ö__ö_†,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1276,Read the word,ö__ö_†ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1277,Read the word,ö__ö_†ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1278,Read the word,ö_¬ö__ö_Ÿö_Ë,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1279,Read the word,ö_¬ö_ˆö_Ö,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1280,Read the word,ö_¬ö_†ö_ôö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1281,Read the word,ö_Áö__ö_„ö_ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1282,Read the word,ö_Áö__ö_Âö_ó,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1283,Read the word,ö_Áö_ö_Èö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1284,Read the word,ö__ö__ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_w_q1285,Read the word,ö__ö_†ö__,1,1,no,no,1,,,,,,,,,,,,,,LO36 - Decoding & Fluency - Recognising Sight Words,LO7 - Decoding & Fluency - Reading Regular Words,LO52 - Decoding & Fluency - Reading Exception Words
q_l_q1100,Read the letter,a,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1101,Read the letter,b,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1102,Read the letter,c,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1103,Read the letter,d,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1104,Read the letter,e,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1105,Read the letter,f,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1106,Read the letter,g,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1107,Read the letter,h,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1108,Read the letter,i,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1109,Read the letter,k,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1110,Read the letter,m,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1111,Read the letter,o,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1112,Read the letter,p,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1113,Read the letter,q,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1114,Read the letter,r,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1115,Read the letter,s,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1116,Read the letter,t,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1117,Read the letter,v,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1118,Read the letter,w,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1119,Read the letter,x,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1120,Read the letter,y,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1121,Read the letter,z,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1122,Read the letter,øÈ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1123,Read the letter,øÈ˜_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1124,Read the letter,ø‚,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1125,Read the letter,øå,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1126,Read the letter,ø_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1127,Read the letter,ø¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1128,Read the letter,øÁ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1129,Read the letter,øÇ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1130,Read the letter,øµ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1131,Read the letter,ø_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1132,Read the letter,ø‡,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1133,Read the letter,øŸ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1134,Read the letter,ø_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1135,Read the letter,ø_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1136,Read the letter,™,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1137,Read the letter,™‰,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1138,Read the letter,™‹,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1139,Read the letter,™ƒ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1140,Read the letter,™Ê,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1141,Read the letter,™š,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1142,Read the letter,™_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1143,Read the letter,™_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1144,Read the letter,˜Ê˜_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1145,Read the letter,˜š,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1146,Read the letter,˜ï,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1147,Read the letter,˜Ö,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1148,Read the letter,˜©,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1149,Read the letter,˜¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1150,Read the letter,—,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1151,Read the letter,—ë,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1152,Read the letter,ö_´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1153,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1154,Read the letter,ö_„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1155,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1156,Read the letter,ö_ì,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1157,Read the letter,ö_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1158,Read the letter,ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1159,Read the letter,ö_ç,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1160,Read the letter,ö_¢,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1161,Read the letter,ö_£,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1162,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1163,Read the letter,ö_«,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1164,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1165,Read the letter,ö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1166,Read the letter,ö_È,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1167,Read the letter,ö_‚,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1168,Read the letter,ö_å,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1169,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1170,Read the letter,ö_¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1171,Read the letter,ö_¿,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1172,Read the letter,ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1173,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1174,Read the letter,ö_µ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1175,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1176,Read the letter,ö_Ÿ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1177,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1178,Read the letter,ö_´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1179,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1180,Read the letter,ö_„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1181,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1182,Read the letter,ö_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1183,Read the letter,ö_ô,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1184,Read the letter,ö_ç,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1185,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1186,Read the letter,ö_«,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1187,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1188,Read the letter,ö_Â,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1189,Read the letter,ö_È,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1190,Read the letter,ö_‚,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1191,Read the letter,ö_å,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1192,Read the letter,ö_¬,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1193,Read the letter,ö_Á,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1194,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1195,Read the letter,ö_Ÿ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1196,Read the letter,ö__,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1197,Read the letter,öÂ´,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1198,Read the letter,öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1199,Read the letter,öÂ„,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1200,Read the letter,öÂÖ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1201,Read the letter,öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1202,Read the letter,öÂ_,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1203,Read the letter,öÂì,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1204,Read the letter,öÂ,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1205,Read the letter,öÂô,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
q_l_q1206,Read the letter,öÂç,1,1,no,no,1,,,,,,,,,,,,,,LO27 - Akshara Knowledge - Akshara recognition,,
