identifier,rel:synonym,rel:hasAntonym,rel:hasHyponym,rel:hasMeronym,rel:hasHolonym,rel:hasHypernym,gloss,exampleSentences,pos,objectType
hi:S:00006171,"hi:W:000061710,hi:W:000061711,",,,,,hi:S:00000020, उड़द, मूँग, चावल आदि के आटे की मसालेदार पतली बेली हुई सूखी खाद्य-वस्तु जिसे सेंक या तलकर खाते हैं,"माँ पापड़ सेंक रही है ।",Noun,Synset
hi:S:00006172,"hi:W:000061720,hi:W:000061721,hi:W:000061722,",,,,,hi:S:00001899, वह व्यक्ति जो लौकिक न हो, बल्कि जिसके स्वर्गीय होने की कल्पना की गयी हो,"देवी, देवता आदि दिव्य-पुरुष हैं ।",Noun,Synset
hi:S:00006173,"hi:W:000061730,hi:W:000061731,",,,,,hi:S:00000652, जाड़े के दिनों में कुछ जीव-जन्तुओं की वह निष्क्रिय अवस्था जिसमें वे बिना कुछ खाये-पिये चुपचाप एक जगह पड़े रहते हैं,"जाड़े के दिनों में मेंढक सुसुप्तावस्था में चले जाते हैं ।",Noun,Synset
hi:S:00006174,"hi:W:000061740,hi:W:000061741,hi:W:000061742,",,,,,hi:S:00004424, अरहर या रहठे के डंठलों आदि की बनी झाड़ू,"वह खरहरे से मैदान बुहार रहा है ।",Noun,Synset
hi:S:00006175,"hi:W:000061750,hi:W:000061751,",,,,,, दीनों पर दया करनेवाला,"राम एक दीनदयालु व्यक्ति है ।",Adjective,Synset
hi:S:00006176,"hi:W:000061760,hi:W:000061761,hi:W:000061762,",,,,,hi:S:00001866, वह पात्र जिसमें नाई उस्तरा,कैंची आदि औजार रखते हैं,"नाई ने छुरहँड़ी से कैंची निकाली और बाल काटने लगा ।",Noun,Synset
hi:S:00006177,"hi:W:000061770,",,hi:S:00008250,,,hi:S:00003139, वह उपकरण जो प्रकाश देता हो या जिसका उपयोग प्रकाश के लिए किया जाता हो,"दीपक,लालटेन आदि प्रकाश उपकरण हैं ।",Noun,Synset
hi:S:00006178,"hi:W:000061780,",,,,hi:S:00022023,hi:S:00010903, छह रागों में से दूसरा राग,"एक किंवदंती के अनुसार दीपक राग गाने से बुझे हुए दीये भी जल उठते हैं ।",Noun,Synset
hi:S:00006179,"hi:W:000061790,hi:W:000061791,hi:W:000061792,hi:W:000061793,hi:W:000061794,",,,,,hi:S:00000185, भारत के कुछ राज्यों में कार्तिक की अमावस्या को मनाया जानेवाला एक उत्सव जिसमें रात को बहुत से दीपक जलाकर लक्ष्मी का पूजन किया जाता और प्रायः जुआ खेला जाता है,"उत्तरी भारत में दीवाली का त्योहार धूमधाम से मनाया जाता है ।",Noun,Synset
hi:S:00006180,"hi:W:000061800,hi:W:000061801,hi:W:000061802,hi:W:000061803,hi:W:000061804,hi:W:000061805,hi:W:000061806,",,,,,hi:S:00004374, चींटी की तरह का एक सफेद कीड़ा जो लकड़ी, कागज़ आदि में लगकर उन्हें खा जाता है,"इस पुस्तक के कुछ पन्ने दीमक चाट गए हैं ।",Noun,Synset
hi:S:00006181,"hi:W:000061812,hi:W:000061813,",,,,,, अधिक विस्तार वाला,"लम्बा रास्ता तय करते-करते बच्चे थक गये ।",Adjective,Synset
hi:S:00006182,"hi:W:000061820,hi:W:000061821,",,,,,hi:S:00001973, वह स्थान जहाँ बहुत सारे चित्र दर्शकों के देखने के लिए लगाये गये हों,"चित्रशाला में यामिनी राय के चित्रों की प्रदर्शनी लगी है ।",Noun,Synset
hi:S:00006183,"hi:W:000061830,hi:W:000061831,hi:W:000061832,hi:W:000061833,hi:W:000061834,",,,,,hi:S:00004495, वह बैल जिसका चमड़ा कुछ लाल रंग का होता है,"महेश ने बैल-हट्टे से एक सोकन खरीदा ।",Noun,Synset
hi:S:00006184,"hi:W:000061840,hi:W:000061841,hi:W:000061842,hi:W:000061843,",,,,,hi:S:00004646, एक प्रकार की सूखी खाँसी जिसमें कफ न निकले,"लगातार दवा खाने के बाद भी उसका ठसका ठीक नहीं हुआ ।",Noun,Synset
hi:S:00006185,"hi:W:000061850,",,,,,hi:S:00000150, क्रिया का वह रूप जिससे सूचित होता है कि वह क्रिया किसी की प्रेरणा से कर्ता के द्वारा हुई है,"पढ़ाना की प्रेरणार्थक क्रिया पढ़वाना है ।",Noun,Synset
hi:S:00006186,"hi:W:000061860,hi:W:000061861,hi:W:000061862,",,,,,hi:S:00006471, वह नाटक जिसका अंत दुखपूर्ण हो,"ग्रीक कवि होमर ने कई दुखांत नाटक लिखे हैं ।",Noun,Synset
hi:S:00006187,"hi:W:000061870,hi:W:000061871,hi:W:000061872,hi:W:000061873,hi:W:000061874,hi:W:000061875,hi:W:000061876,",,hi:S:00001264,,,hi:S:00001973, वह मानव निर्मित स्थान जहाँ बिक्री की चीज़ें रहती और बिकती हैं या पैसा लेकर कोई काम किया जाता है,"इस बाज़ार में मेरी फल की दुकान है । / वह नाई की दुकान पर बाल बनवाने गया है ।",Noun,Synset
hi:S:00006188,"hi:W:000061880,",,,,,, दीवारों से घिरा हुआ,"पहले के राजा-महाराजा दीवारी नगर का निर्माण कराते थे ।",Adjective,Synset
hi:S:00006189,"",,hi:S:00005458,,hi:S:00014155,hi:S:00000019, गेहूँ की तरह का एक अनाज जिसके आटे में चोकर अधिक निकलता है,"सीता भुने हुए जौ और चने को पीस रही है ।",Noun,Synset
hi:S:00006190,"hi:W:000061900,hi:W:000061901,hi:W:000061902,hi:W:000061903,hi:W:000061904,",,,,,, जिसमें दूध मिला हो या जो दूध का बना हो,"यह दूधिया मिठाई है ।",Adjective,Synset
hi:S:00006191,"hi:W:000061910,hi:W:000061911,hi:W:000061912,hi:W:000061913,hi:W:000061914,",,,,,, जो दूध देती हो,"राम के पास एक दुधारू गाय है जो काफी दूध देती है ।",Adjective,Synset
hi:S:00006192,"",,,,,, जो दूध के रंग का हो,"वह नीचे से ऊपर तक दूधिया वस्त्र में लिपटी हुई थी ।",Adjective,Synset
hi:S:00006193,"",,hi:S:00019936,,,hi:S:00007547, पेड़-पौधों की पत्तियों और डंठलों का वह सफेद रस जो उन्हें तोड़ने पर निकलता है,"तोड़े हुए पत्तों से दूध निकल रहा था ।",Noun,Synset
hi:S:00006194,"hi:W:000061940,hi:W:000061941,hi:W:000061942,",,,,,hi:S:00001585, दुत-दुत कहकर किसी को अपने पास से तिरस्कारपूर्वक हटाने की क्रिया,"उसकी दुतकार से भिखारी चला गया ।",Noun,Synset
hi:S:00006195,"hi:W:000061950,hi:W:000061951,hi:W:000061952,hi:W:000061953,hi:W:000061954,hi:W:000061955,hi:W:000061956,hi:W:000061957,hi:W:000061958,",,,,hi:S:00028735,hi:S:00000878, वह समय जब सूर्य मध्य आकाश में पहुँचता है,"वह दोपहर में घर से बाहर घूम रहा था ।",Noun,Synset
