Code,Title,,Leave these 3 columns blank,,,Template,Template ID,Number of Answers,Maximum Score,Partial Scoring,Feedback,Grade Grade,Difficulty Level,Keywords,Options 1 asset,Options 1 answer,Options 2 asset,Options 2 answer,Options 3 asset,Options 3 answer,Options 4 asset,Options 4 answer,,,,,,
ek.n.ib.m.t.12.2,Pick the correct answer,12 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",36,No,12,No,24,Yes,14,No,24,12,22,12,2,10
ek.n.ib.m.t.12.8,Pick the correct answer,12 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",20,No,108,No,84,No,96,Yes,88,64,76,24,12,12
ek.n.ib.m.t.12.10,Pick the correct answer,12 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",120,Yes,22,No,132,No,108,No,98,12,12,110,86,24
ek.n.ib.m.t.12.6,Pick the correct answer,12 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",60,No,72,Yes,18,No,84,No,12,42,24,54,12,66
ek.n.ib.m.t.13.4,Pick the correct answer,13 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",52,Yes,17,No,65,No,39,No,35,13,13,48,22,26
ek.n.ib.m.t.13.3,Pick the correct answer,13 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",26,No,39,Yes,16,No,52,No,13,10,26,23,13,36
ek.n.ib.m.t.13.2,Pick the correct answer,13 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",39,No,13,No,26,Yes,15,No,26,13,24,13,2,11
ek.n.ib.m.t.13.7,Pick the correct answer,13 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",20,No,104,No,78,No,91,Yes,84,58,71,26,13,13
ek.n.ib.m.t.13.8,Pick the correct answer,13 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",104,Yes,21,No,117,No,91,No,83,13,13,96,70,26
ek.n.ib.m.t.13.9,Pick the correct answer,13 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",104,No,117,Yes,22,No,130,No,13,82,26,95,13,108
ek.n.ib.m.t.13.10,Pick the correct answer,13 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",143,No,117,No,130,Yes,23,No,26,13,120,13,94,107
ek.n.ib.m.t.13.6,Pick the correct answer,13 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",19,No,91,No,65,No,78,Yes,72,46,59,26,13,13
ek.n.ib.m.t.13.5,Pick the correct answer,13 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",65,Yes,18,No,78,No,52,No,47,13,13,60,34,26
ek.n.ib.m.t.13.1,Pick the correct answer,13 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",1,No,13,Yes,14,No,26,No,12,13,25,1,13,12
ek.n.ib.m.t.14.4,Pick the correct answer,14 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",56,Yes,18,No,70,No,42,No,38,14,14,52,24,28
ek.n.ib.m.t.14.5,Pick the correct answer,14 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",56,No,70,Yes,19,No,84,No,14,37,28,51,14,65
ek.n.ib.m.t.14.2,Pick the correct answer,14 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",42,No,14,No,28,Yes,16,No,28,14,26,14,2,12
ek.n.ib.m.t.14.7,Pick the correct answer,14 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",21,No,112,No,84,No,98,Yes,91,63,77,28,14,14
ek.n.ib.m.t.14.9,Pick the correct answer,14 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",126,Yes,23,No,140,No,112,No,103,14,14,117,89,28
ek.n.ib.m.t.14.8,Pick the correct answer,14 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",98,No,112,Yes,22,No,126,No,14,76,28,90,14,104
ek.n.ib.m.t.14.1,Pick the correct answer,14 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",28,No,1,No,14,Yes,15,No,27,14,13,13,14,1
ek.n.ib.m.t.14.6,Pick the correct answer,14 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",20,No,98,No,70,No,84,Yes,78,50,64,28,14,14
ek.n.ib.m.t.14.3,Pick the correct answer,14 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",42,Yes,17,No,56,No,28,No,25,14,14,39,11,28
ek.n.ib.m.t.14.10,Pick the correct answer,14 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",126,No,140,Yes,24,No,154,No,14,102,28,116,14,130
ek.n.ib.m.t.15.5,Pick the correct answer,15 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",75,Yes,20,No,90,No,60,No,55,15,15,70,40,30
ek.n.ib.m.t.15.6,Pick the correct answer,15 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",75,No,90,Yes,21,No,105,No,15,54,30,69,15,84
ek.n.ib.m.t.15.4,Pick the correct answer,15 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",75,No,45,No,60,Yes,19,No,30,15,56,15,26,41
ek.n.ib.m.t.15.7,Pick the correct answer,15 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",22,No,120,No,90,No,105,Yes,98,68,83,30,15,15
ek.n.ib.m.t.15.8,Pick the correct answer,15 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",120,Yes,23,No,135,No,105,No,97,15,15,112,82,30
ek.n.ib.m.t.15.1,Pick the correct answer,15 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",1,No,15,Yes,16,No,30,No,14,15,29,1,15,14
ek.n.ib.m.t.15.3,Pick the correct answer,15 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",60,No,30,No,45,Yes,18,No,30,15,42,15,12,27
ek.n.ib.m.t.15.2,Pick the correct answer,15 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",17,No,45,No,15,No,30,Yes,28,2,13,30,15,15
ek.n.ib.m.t.15.10,Pick the correct answer,15 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",150,Yes,25,No,165,No,135,No,125,15,15,140,110,30
ek.n.ib.m.t.15.9,Pick the correct answer,15 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",120,No,135,Yes,24,No,150,No,15,96,30,111,15,126
ek.n.ib.m.t.16.10,Pick the correct answer,16 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",160,Yes,26,No,176,No,144,No,134,16,16,150,118,32
ek.n.ib.m.t.16.5,Pick the correct answer,16 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",64,No,80,Yes,21,No,96,No,16,43,32,59,16,75
ek.n.ib.m.t.16.1,Pick the correct answer,16 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",32,No,1,No,16,Yes,17,No,31,16,15,15,16,1
ek.n.ib.m.t.16.7,Pick the correct answer,16 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",23,No,128,No,96,No,112,Yes,105,73,89,32,16,16
ek.n.ib.m.t.16.2,Pick the correct answer,16 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",32,Yes,18,No,48,No,16,No,14,16,16,30,2,32
ek.n.ib.m.t.16.4,Pick the correct answer,16 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",48,No,64,Yes,20,No,80,No,16,28,32,44,16,60
ek.n.ib.m.t.16.8,Pick the correct answer,16 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",144,No,112,No,128,Yes,24,No,32,16,120,16,88,104
ek.n.ib.m.t.16.3,Pick the correct answer,16 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",19,No,64,No,32,No,48,Yes,45,13,29,32,16,16
ek.n.ib.m.t.16.6,Pick the correct answer,16 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",96,Yes,22,No,112,No,80,No,74,16,16,90,58,32
ek.n.ib.m.t.16.9,Pick the correct answer,16 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",128,No,144,Yes,25,No,160,No,16,103,32,119,16,135
ek.n.ib.m.t.17.2,Pick the correct answer,17 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",34,Yes,19,No,51,No,17,No,15,17,17,32,2,34
ek.n.ib.m.t.17.4,Pick the correct answer,17 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",51,No,68,Yes,21,No,85,No,17,30,34,47,17,64
ek.n.ib.m.t.17.6,Pick the correct answer,17 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",119,No,85,No,102,Yes,23,No,34,17,96,17,62,79
ek.n.ib.m.t.17.8,Pick the correct answer,17 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",25,No,153,No,119,No,136,Yes,128,94,111,34,17,17
ek.n.ib.m.t.17.10,Pick the correct answer,17 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",170,Yes,27,No,187,No,153,No,143,17,17,160,126,34
ek.n.ib.m.t.17.1,Pick the correct answer,17 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",1,No,17,Yes,18,No,34,No,16,17,33,1,17,16
ek.n.ib.m.t.17.5,Pick the correct answer,17 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",102,No,68,No,85,Yes,22,No,34,17,80,17,46,63
ek.n.ib.m.t.17.3,Pick the correct answer,17 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",20,No,68,No,34,No,51,Yes,48,14,31,34,17,17
ek.n.ib.m.t.17.7,Pick the correct answer,17 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",119,Yes,24,No,136,No,102,No,95,17,17,112,78,34
ek.n.ib.m.t.17.9,Pick the correct answer,17 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",136,No,153,Yes,26,No,170,No,17,110,34,127,17,144
ek.n.ib.m.t.18.7,Pick the correct answer,18 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",126,Yes,25,No,144,No,108,No,101,18,18,119,83,36
ek.n.ib.m.t.18.2,Pick the correct answer,18 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",18,No,36,Yes,20,No,54,No,18,2,36,16,18,34
ek.n.ib.m.t.18.5,Pick the correct answer,18 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",108,No,72,No,90,Yes,23,No,36,18,85,18,49,67
ek.n.ib.m.t.18.1,Pick the correct answer,18 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",19,No,36,No,1,No,18,Yes,17,18,1,35,18,17
ek.n.ib.m.t.18.8,Pick the correct answer,18 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",144,Yes,26,No,162,No,126,No,118,18,18,136,100,36
ek.n.ib.m.t.18.9,Pick the correct answer,18 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",144,No,162,Yes,27,No,180,No,18,117,36,135,18,153
ek.n.ib.m.t.18.10,Pick the correct answer,18 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",198,No,162,No,180,Yes,28,No,36,18,170,18,134,152
ek.n.ib.m.t.18.3,Pick the correct answer,18 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",21,No,72,No,36,No,54,Yes,51,15,33,36,18,18
ek.n.ib.m.t.18.4,Pick the correct answer,18 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",72,Yes,22,No,90,No,54,No,50,18,18,68,32,36
ek.n.ib.m.t.18.6,Pick the correct answer,18 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",90,No,108,Yes,24,No,126,No,18,66,36,84,18,102
ek.n.ib.m.t.19.1,Pick the correct answer,19 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",19,Yes,20,No,38,No,1,No,1,19,18,18,19,37
ek.n.ib.m.t.19.4,Pick the correct answer,19 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",57,No,76,Yes,23,No,95,No,19,34,38,53,19,72
ek.n.ib.m.t.19.7,Pick the correct answer,19 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",152,No,114,No,133,Yes,26,No,38,19,126,19,88,107
ek.n.ib.m.t.19.10,Pick the correct answer,19 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",29,No,209,No,171,No,190,Yes,180,142,161,38,19,19
ek.n.ib.m.t.19.2,Pick the correct answer,19 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",38,Yes,21,No,57,No,19,No,17,19,19,36,2,38
ek.n.ib.m.t.19.5,Pick the correct answer,19 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",76,No,95,Yes,24,No,114,No,19,52,38,71,19,90
ek.n.ib.m.t.19.8,Pick the correct answer,19 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",171,No,133,No,152,Yes,27,No,38,19,144,19,106,125
ek.n.ib.m.t.19.3,Pick the correct answer,19 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",22,No,76,No,38,No,57,Yes,54,16,35,38,19,19
ek.n.ib.m.t.19.6,Pick the correct answer,19 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",114,Yes,25,No,133,No,95,No,89,19,19,108,70,38
ek.n.ib.m.t.19.9,Pick the correct answer,19 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",152,No,171,Yes,28,No,190,No,19,124,38,143,19,162
ek.n.ib.m.t.20.10,Pick the correct answer,20 × 10 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",200,Yes,30,No,220,No,180,No,170,20,20,190,150,40
ek.n.ib.m.t.20.4,Pick the correct answer,20 × 4 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",60,No,80,Yes,24,No,100,No,20,36,40,56,20,76
ek.n.ib.m.t.20.6,Pick the correct answer,20 × 6 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",140,No,100,No,120,Yes,26,No,40,20,114,20,74,94
ek.n.ib.m.t.20.3,Pick the correct answer,20 × 3 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",23,No,80,No,40,No,60,Yes,57,17,37,40,20,20
ek.n.ib.m.t.20.2,Pick the correct answer,20 × 2 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",40,Yes,22,No,60,No,20,No,18,20,20,38,2,40
ek.n.ib.m.t.20.9,Pick the correct answer,20 × 9 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",1,No,180,Yes,29,No,200,No,179,28,199,151,20,171
ek.n.ib.m.t.20.7,Pick the correct answer,20 × 7 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",160,No,120,No,140,Yes,27,No,40,20,133,20,93,113
ek.n.ib.m.t.20.8,Pick the correct answer,20 × 8 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",28,No,180,No,140,No,160,Yes,152,112,132,40,20,20
ek.n.ib.m.t.20.5,Pick the correct answer,20 × 5 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",100,Yes,25,No,120,No,80,No,75,20,20,95,55,40
ek.n.ib.m.t.20.1,Pick the correct answer,20 × 1 = ?,,,,org.ekstep.mcq.t.ta,domain_3490,1,1,No,Please try again!,Grade 2,EASY,"multiplication, multiplication tables, tables",1,No,20,Yes,21,No,40,No,19,20,39,1,20,19
ek.n.ib.en.ad.A.1,Single Digit Addition - sums to 9,2 + 5 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",7,Yes,2,No,5,No,1,No,5,2,6,3,1,4
ek.n.ib.en.ad.A.2,Single Digit Addition - sums to 9,4 + 3 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",7,Yes,4,No,3,No,1,No,3,4,6,1,3,2
ek.n.ib.en.ad.A.3,Single Digit Addition - sums to 9,3 + 2 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",5,Yes,3,No,2,No,6,No,2,3,1,1,3,4
ek.n.ib.en.ad.A.4,Single Digit Addition - sums to 9,6 + 3 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",9,Yes,6,No,3,No,8,No,3,6,1,3,2,5
ek.n.ib.en.ad.A.5,Single Digit Addition - sums to 9,2 + 1 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",3,Yes,2,No,1,No,7,No,1,2,4,1,5,6
ek.n.ib.en.ad.A.6,Single Digit Addition - sums to 9,1 + 8 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",9,Yes,1,No,8,No,7,No,8,1,2,7,6,1
ek.n.ib.en.ad.A.7,Single Digit Addition - sums to 9,7 + 2 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",9,Yes,7,No,2,No,4,No,2,7,5,5,3,2
ek.n.ib.en.ad.A.8,Single Digit Addition - sums to 9,5 + 3 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",8,Yes,5,No,3,No,2,No,3,5,6,2,3,1
ek.n.ib.en.ad.A.9,Single Digit Addition - sums to 9,4 + 1 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",5,Yes,4,No,1,No,8,No,1,4,3,3,4,7
ek.n.ib.en.ad.A.10,Single Digit Addition - sums to 9,5 + 2 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",7,Yes,5,No,2,No,3,No,2,5,4,3,2,1
ek.n.ib.en.ad.A.11,Single Digit Addition - sums to 9,1 + 5 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",6,Yes,1,No,5,No,2,No,5,1,4,4,1,3
ek.n.ib.en.ad.A.12,Single Digit Addition - sums to 9,5 + 1 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",6,Yes,5,No,1,No,8,No,1,5,2,4,3,7
ek.n.ib.en.ad.A.13,Single Digit Addition - sums to 9,3 + 3 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",6,Yes,3,No,9,No,7,No,3,3,1,6,4,2
ek.n.ib.en.ad.A.14,Single Digit Addition - sums to 9,4 + 4 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",8,Yes,4,No,1,No,6,No,4,7,2,3,2,5
ek.n.ib.en.ad.A.15,Single Digit Addition - sums to 9,6 + 2 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",8,Yes,6,No,2,No,3,No,2,6,5,4,3,1
ek.n.ib.en.ad.A.16,Single Digit Addition - sums to 9,1 + 7 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",8,Yes,1,No,7,No,3,No,7,1,5,6,2,4
ek.n.ib.en.ad.A.17,Single Digit Addition - sums to 9,6 + 1 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",7,Yes,6,No,1,No,5,No,1,6,2,5,1,4
ek.n.ib.en.ad.A.18,Single Digit Addition - sums to 9,3 + 4 = ?,,,,org.ekstep.mcq.ta,domain_3491,1,1,No,Please try again!,Grade 1,EASY,"add, addition, sum",7,Yes,3,No,4,No,2,No,4,3,5,1,1,2
