identifier,objectType,tags,template,copyright,code,downloadUrl,description,language,variants,mimeType,source,posterImage,idealScreenSize,createdOn,appIcon,gradeLevel,artifactUrl,lastUpdatedOn,SYS_INTERNAL_LAST_UPDATED_ON,contentType,owner,lastUpdatedBy,visibility,os,portalOwner,mediaType,osId,ageGroup,lastPublishedBy,pkgVersion,versionKey,prevState,idealScreenDensity,s3Key,lastPublishedOn,size,lastSubmittedOn,createdBy,compatibilityLevel,domain,semanticVersion,name,publisher,status,rel:associatedTo,subject,medium,Language,collaborators,audience,creator,attributions,testCSVImportField,category,origin,languageCode,genre,theme,templateType,templateName,method,createdFor,organization,lastFlaggedOn,flaggedBy,keywords,keywordss,purpose,screenshots
org.ekstep.video_new,Content,,,,org.ekstep.video_new,,Add Video to your Lesson,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-24T09:40:27.176+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.video_new/artifact/archive_1493026836460.zip,2017-04-24T09:40:37.019+0000,2017-06-02T14:12:16.363+0000,Plugin,,,Default,All,129,content,org.ekstep.quiz.app,,,,1496412736363,,hdpi,content/org.ekstep.video_new/artifact/archive_1493026836460.zip,,,,129,1.0,literacy,1.0,Add Video,,Draft,do_10094912,,,,,,,,,,,en,,,,,,,,,,,,,
org.ekstep.plugin.test,Content,,,,org.ekstep.plugin.test,,,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-25T05:29:04.772+0000,,,,2017-04-25T05:29:04.772+0000,2017-06-02T14:12:17.107+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,1,1496412737107,,hdpi,,,,,,1.0,,,testContent,,Draft,,,,,,,,,,,,,,,,,,,,,,,,,
org.ilimi.test.plugin,Content,,,,org.ilimi.test.plugin,,,Hindi,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-25T05:31:47.726+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ilimi.test.plugin/artifact/archive111_1493098335321.zip,2017-04-25T05:32:15.900+0000,2017-06-02T14:12:17.351+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,1,1496412737351,,hdpi,content/org.ilimi.test.plugin/artifact/archive111_1493098335321.zip,,,,,1.0,,1.0,testContent,,Draft,,,,,,,,,,,,,,,,,,,,,,,,,
com.plantyouridea.ecmlpreview,Content,,,,com.plantyouridea.ecmlpreview,,ecmlpreview plugin,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-25T06:04:00.250+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/60094b47659d9f7c7d7b526136a3866f_1473063659388.png,Kindergarten,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/com.plantyouridea.ecmlpreview/artifact/archive_395_1493100218_1493100240460.zip,2017-04-25T06:06:22.526+0000,2017-06-02T14:12:17.598+0000,Plugin,Chetan Sachdev,395,Default,All,395,content,org.ekstep.quiz.app,&lt;5,,,1496412737598,,hdpi,content/com.plantyouridea.ecmlpreview/artifact/archive_395_1493100218_1493100240460.zip,,,,395,1.0,literacy,1.0,ecmlpreview plugin,,Review,LO17,,,,,,,,,,,,,,,,,,,,,,,,
org.ekstep.meera1.in,Content,,,,org.ekstep.meera1.in,,code,Punjabi,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-25T06:50:25.405+0000,,,,2017-04-25T06:50:25.405+0000,2017-06-02T14:12:18.196+0000,Plugin,,440,Default,All,440,content,org.ekstep.quiz.app,5-6,,,1496412738196,,hdpi,,,,,440,1.0,numeracy,,code,,Draft,"C24,C25",,,,,,,,,,,,,,,,,,,,,,,,
do_11223219551299174416,Content,,,,org.ekstep.numeracy.story.3297,,code field,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-26T06:25:28.832+0000,,,,2017-04-26T06:27:55.096+0000,2017-06-02T14:12:18.437+0000,Plugin,,387,Default,All,387,content,org.ekstep.quiz.app,,,,1496412738437,,hdpi,,,,,387,1.0,numeracy,,code field,,Draft,"C21,C23,C25,C24",,,,,,,,,,,,,,,,,org.ekstep.17.partner,new partner,,,,,,
org.ekstep.funtoot.numberNames,Content,org.ekstep.funtoot.numberNames,,,org.ekstep.funtoot.numberNames,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.numberNames/org.ekstep.funtoot.numbernames_1494227784252_org.ekstep.funtoot.numbernames_2.0.ecar,org.ekstep.funtoot.numberNames,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.numberNames/org.ekstep.funtoot.numbernames_1494227784383_org.ekstep.funtoot.numbernames_2.0_spine.ecar"",""size"":50341.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1121969092910694401106/artifact/13208e7469601e0a2efa9800dc0d886d_1488880528720.jpeg,normal,2017-05-08T07:15:01.188+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.numbernames/artifact/13208e7469601e0a2efa9800dc0d886d_1488880528720.thumb.jpeg,Grade 1::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.numbernames/artifact/org.ekstep.funtoot.numbernames-1.0_449_1494227658_1494227701313.zip,2017-05-08T07:15:12.950+0000,2017-06-02T14:12:19.176+0000,Plugin,funtoot,464,Default,All,449,content,org.ekstep.quiz.app,6-7::7-8::8-10,464,2.0,1496412739176,Review,hdpi,ecar_files/org.ekstep.funtoot.numberNames/org.ekstep.funtoot.numbernames_1494227784252_org.ekstep.funtoot.numbernames_2.0.ecar,2017-05-08T07:16:24.252+0000,79220.0,,449,1,numeracy,1.0,org.ekstep.funtoot.numberNames,,Live,C8,,,,,,Ram Jayaraman,,,,,,,,,,,,,,,,,,
org.ekstep.feb03.story.learningbooks,Content,colours::animals::fruits::vegetables::shapes,,,org.ekstep.feb03.story.learningbooks,,"Books for learning about colours, animals, fruits, vegetables, shapes",English,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-27T07:57:36.414+0000,,,,2017-04-27T07:57:36.414+0000,2017-06-02T14:12:19.418+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,,1496412739418,,hdpi,,,,,,1.0,,,Learning Books,,Draft,,,,,,,,,,,,,,,,,,,,,,,,,
LP_FT_004,Content,colours::animals::fruits::vegetables::shapes,,,LP_FT_004,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/LP_FT_004/learning-books_1493279911832_lp_ft_004_1.0.ecar,"Books for learning about colours, animals, fruits, vegetables, shapes",English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/LP_FT_004/learning-books_1493279911915_lp_ft_004_1.0_spine.ecar"",""size"":786.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-04-27T07:57:56.852+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/lp_ft_004/artifact/archive_1493279897737.zip,2017-04-27T07:58:25.492+0000,2017-06-02T14:12:19.677+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,1.0,1496412739677,Review,hdpi,ecar_files/LP_FT_004/learning-books_1493279911832_lp_ft_004_1.0.ecar,2017-04-27T07:58:31.832+0000,8947.0,,,1,,1.0,Learning Books,,Live,,,,,,,,,,,,,,,,,,,,,,,,,
do_11223299473754521619,Content,,,,xyz.in,,,Telugu,,application/vnd.ekstep.plugin-archive,,,normal,2017-04-27T09:31:30.423+0000,,,,2017-05-24T12:07:04.730+0000,2017-06-02T14:12:20.426+0000,Plugin,,516,Default,All,516,content,org.ekstep.quiz.app,,,,1496412740426,,hdpi,,,,,516,1.0,numeracy,,First Lesson,,Draft,"meth_3,C21",,,,,Learner,Aprajita Kumari,,,,,,,,,,,,,,,,,,
LP_FT_009,Content,colours::animals::fruits::vegetables::shapes,,,LP_FT_009,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/LP_FT_009/learning-books_1493371979744_lp_ft_009_1.0.ecar,"Books for learning about colours, animals, fruits, vegetables, shapes",English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/LP_FT_009/learning-books_1493371979854_lp_ft_009_1.0_spine.ecar"",""size"":787.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-04-28T09:19:58.909+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/lp_ft_009/artifact/archive_1493371953602.zip,2017-04-28T09:32:44.439+0000,2017-06-02T14:12:20.695+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,1.0,1496412740695,Review,hdpi,ecar_files/LP_FT_009/learning-books_1493371979744_lp_ft_009_1.0.ecar,2017-04-28T09:32:59.744+0000,28612.0,,,1,,1.0,Learning Books,,Live,,,,,,,,,,,,,,,,,,,,,,,,,
org.ekstep.funtoot.placefacevalue.fork,Content,,,,org.ekstep.funtoot.placefacevalue.fork,,Place value and Face value of numbers,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-02T05:22:57.880+0000,,Grade 1::Grade 2::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.placefacevalue/artifact/org.ekstep.funtoot.placefacevalue-1.0_457_1492767090_1492767110878.zip,2017-05-02T05:22:57.880+0000,2017-06-02T14:12:20.943+0000,Plugin,Henrietta,457,Default,All,457,content,org.ekstep.quiz.app,5-6::6-7::7-8::8-10,,,1496412740943,,hdpi,,,,,457,1.0,numeracy,,Copied From org.ekstep.funtoot.placefacevalue,,Draft,C68,,,,,,Henrietta,,,,org.ekstep.funtoot.placefacevalue,en,,,,,,,,,,,,,
Test_LibPlugin,Content,colours::animals::fruits::vegetables::shapes,,,Test_LibPlugin,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/Test_LibPlugin/learning-books_1493788558732_test_libplugin_1.0.ecar,"Books for learning about colours, animals, fruits, vegetables, shapes",English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/Test_LibPlugin/learning-books_1493788558807_test_libplugin_1.0_spine.ecar"",""size"":800.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-03T05:13:46.654+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/test_libplugin/artifact/archive_1493788541150.zip,2017-05-03T05:15:41.829+0000,2017-06-02T14:12:21.197+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,1.0,1496412741197,Draft,hdpi,ecar_files/Test_LibPlugin/learning-books_1493788558732_test_libplugin_1.0.ecar,2017-05-03T05:15:58.731+0000,8890.0,,,1,,1.0,Learning Books,,Live,,,,,,,,,,learning::library,,,,,,,,,,,,,,,
Test_LibPlugin2,Content,colours::animals::fruits::vegetables::shapes,,,Test_LibPlugin2,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/Test_LibPlugin2/learning-books_1493793824509_test_libplugin2_1.0.ecar,"Books for learning about colours, animals, fruits, vegetables, shapes",English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/Test_LibPlugin2/learning-books_1493793824746_test_libplugin2_1.0_spine.ecar"",""size"":805.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-03T06:42:57.301+0000,,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/test_libplugin2/artifact/archive-2_1493793818549.zip,2017-05-03T06:43:39.165+0000,2017-06-02T14:12:21.449+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,,,1.0,1496412741450,Draft,hdpi,ecar_files/Test_LibPlugin2/learning-books_1493793824509_test_libplugin2_1.0.ecar,2017-05-03T06:43:44.508+0000,8911.0,,,1,,1.0,Learning Books,,Live,,,,,,,,,,learning::library,,,,,,,,,,,,,,,
test.plugin.update.bug,Content,,,,test.plugin.update.bug,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/test.plugin.update.bug/test.plugin.update.bug_1493816427857_test.plugin.update.bug_2.0.ecar,test.plugin.update.bug,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/test.plugin.update.bug/test.plugin.update.bug_1493816428015_test.plugin.update.bug_2.0_spine.ecar"",""size"":400866.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11223309627199488012/artifact/fcd673a0374d4a4d40967bf73a10c136_1493297884841.jpeg,normal,2017-05-03T07:16:52.902+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/test.plugin.update.bug/artifact/fcd673a0374d4a4d40967bf73a10c136_1493297884841.thumb.jpeg,Kindergarten,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/test.plugin.update.bug/artifact/archive_460_1493816125_1493816156015.zip,2017-05-03T12:56:06.928+0000,2017-06-02T14:12:21.693+0000,Plugin,Deepak,414,Default,All,460,content,org.ekstep.quiz.app,&lt;5,414,2.0,1496412741693,Review,hdpi,ecar_files/test.plugin.update.bug/test.plugin.update.bug_1493816427857_test.plugin.update.bug_2.0.ecar,2017-05-03T13:00:27.856+0000,401920.0,,460,1,literacy,1.0,test.plugin.update.bug,,Live,LO17,,,,177::480,,Deepak Narayana Rao,,,core::learning,,,,,,,,,,,,,,,
Test_LibPlugin3,Content,colours::animals::fruits::vegetables::shapes,,,Test_LibPlugin3,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/Test_LibPlugin3/test_libplugin3_1493889661123_test_libplugin3_8.0.ecar,"Books for learning about colours, animals, fruits, vegetables, shapes",English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/Test_LibPlugin3/test_libplugin3_1493889661227_test_libplugin3_8.0_spine.ecar"",""size"":924.0}}",application/vnd.ekstep.plugin-archive,,,normal,2017-05-04T09:13:50.211+0000,,Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/test_libplugin3/artifact/test_libplugin3_1493797571854.zip,2017-05-04T09:13:50.368+0000,2017-06-02T14:12:21.963+0000,Plugin,,,Default,All,,content,org.ekstep.quiz.app,5-6,,8.0,1496412741963,Review,hdpi,ecar_files/Test_LibPlugin3/test_libplugin3_1493889661123_test_libplugin3_8.0.ecar,2017-05-04T09:21:01.123+0000,9032.0,2017-05-04T08:37:41.932+0000,,1,,1.0,Test_LibPlugin3,,Live,,,,,,,,,,,,,,,,,,,,2017-05-04T09:13:25.323+0000,rayulu,,,,
org.ekstep.summarizertest,Content,,,,org.ekstep.summarizertest,,summarizer test plugin,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-03T08:18:59.871+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1122231754285875201277/artifact/373fb0e404802889813285f99a3f1c8c_1492086844964.jpeg,Kindergarten,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.summarizertest/artifact/org.ekstep.summarizertest1.0_433_1493799503_1493799540146.zip,2017-05-03T08:20:17.272+0000,2017-06-02T14:12:22.210+0000,Plugin,Shirisha,433,Default,All,433,content,org.ekstep.quiz.app,&lt;5,,,1496412742210,,hdpi,content/org.ekstep.summarizertest/artifact/org.ekstep.summarizertest1.0_433_1493799503_1493799540146.zip,,,,433,1.0,literacy,1.0,summarizer test,,Review,LO17,English,English,,,,Shirisha Reddy,,,,,,,,,,,,,,,,,,
do_112237334339313664110,Content,,,,org.ekstep.science.story.4389,,Test plugin,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-03T12:40:26.967+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11223309627199488012/artifact/fcd673a0374d4a4d40967bf73a10c136_1493297884841.jpeg,Grade 2,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112237334339313664110/artifact/archive_331_1493815341_1493815372431.zip,2017-05-03T12:43:06.459+0000,2017-06-02T14:12:22.453+0000,Plugin,Vignesh,331,Default,All,331,content,org.ekstep.quiz.app,5-6,,,1496412742453,,hdpi,content/do_112237334339313664110/artifact/archive_331_1493815341_1493815372431.zip,,,,331,2,science,1.0,Test_QA_Plugin,,Review,SC3,English,English,,,,Vignesh Pandi,,,,,,,,,,,,,,,,,,
org.ekstep.plugins.wordmaker,Content,,,,org.ekstep.plugins.wordmaker,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.wordmaker/word-maker-plugin_1495803404035_org.ekstep.plugins.wordmaker_10.0.ecar,Word Maker Plugin,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.wordmaker/word-maker-plugin_1495803404215_org.ekstep.plugins.wordmaker_10.0_spine.ecar"",""size"":16476.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_11223461872967680016/artifact/bf6a2e6236fb2cf2c62c5428289aa0b6_1493483731671.jpeg,normal,2017-05-26T12:55:51.979+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.wordmaker/artifact/bf6a2e6236fb2cf2c62c5428289aa0b6_1493483731671.thumb.jpeg,Kindergarten,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.wordmaker/artifact/org.ekstep.plugins.wordmaker-1.0-7a2caee_1_408_1495803296_1495803352169.zip,2017-05-26T12:56:02.475+0000,2017-06-02T14:12:23.470+0000,Plugin,Abha Singh,333,Default,All,408,content,org.ekstep.quiz.app,&lt;5,333,10.0,1496412743470,Review,hdpi,ecar_files/org.ekstep.plugins.wordmaker/word-maker-plugin_1495803404035_org.ekstep.plugins.wordmaker_10.0.ecar,2017-05-26T12:56:44.026+0000,41882.0,,408,1,numeracy,1.0,Word Maker Plugin,,Live,C21,English,,,,Learner,Abha Singh,,,,,,,,,,,,,,,,,,
org.ekstep.plugins.wordpicker,Content,,,,org.ekstep.plugins.wordpicker,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.wordpicker/wordpicker-plugin_1496321085587_org.ekstep.plugins.wordpicker_9.0.ecar,Wordpicker Plugin,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.wordpicker/wordpicker-plugin_1496321085719_org.ekstep.plugins.wordpicker_9.0_spine.ecar"",""size"":10108.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112238601536503808120/artifact/d9b8f07cdbd1729c4220fe8ae9672314_1493969914146.jpeg,normal,2017-06-01T12:42:14.434+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.wordpicker/artifact/d9b8f07cdbd1729c4220fe8ae9672314_1493969914146.thumb.jpeg,Kindergarten::Grade 1,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.wordpicker/artifact/org.ekstep.plugins.wordpicker-1.0-215045b_343_1496320885_1496320961901.zip,2017-06-01T12:42:50.049+0000,2017-06-02T14:12:23.712+0000,Plugin,Devendra,408,Default,All,333,content,org.ekstep.quiz.app,5-6,408,9.0,1496412743712,Review,hdpi,ecar_files/org.ekstep.plugins.wordpicker/wordpicker-plugin_1496321085587_org.ekstep.plugins.wordpicker_9.0.ecar,2017-06-01T12:44:45.587+0000,14747.0,,333,1,literacy,1.0,Wordpicker Plugin,,Live,LO50,,,,343,Learner,Roy D,,,,,,,,,,,,,,,,,,
org.ekstep.plugins.wordcard,Content,,,,org.ekstep.plugins.wordcard,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.wordcard/word-card_1496141763836_org.ekstep.plugins.wordcard_11.0.ecar,Plugin to create word card,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.plugins.wordcard/word-card_1496141763955_org.ekstep.plugins.wordcard_11.0_spine.ecar"",""size"":21576.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_112247165269819392115/artifact/ed116c2cd2eb7df025b4ce8b1dfe7b31_1495015291757.jpeg,normal,2017-05-30T10:53:30.440+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.wordcard/artifact/ed116c2cd2eb7df025b4ce8b1dfe7b31_1495015291757.thumb.jpeg,Grade 1::Grade 2::Grade 3,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.plugins.wordcard/artifact/org.ekstep.plugins.wordcard-1.0-cb2c2b9_343_1496141537_1496141610548.zip,2017-05-30T10:54:06.495+0000,2017-06-02T14:12:23.959+0000,Plugin,Devendra Singh,433,Default,All,343,content,org.ekstep.quiz.app,5-6::6-7::7-8,433,11.0,1496412743959,Review,hdpi,ecar_files/org.ekstep.plugins.wordcard/word-card_1496141763836_org.ekstep.plugins.wordcard_11.0.ecar,2017-05-30T10:56:03.835+0000,47932.0,,343,1,literacy,1.0,Word Card,,Live,LO53,,,,,Learner,Devendra Singh,,,,,,,,,,,,,,,,,,
org.ekstep.funtoot.stdexp,Content,,,,org.ekstep.funtoot.stdexp,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.stdexp/standard-and-expanded-form_1494508261884_org.ekstep.funtoot.stdexp_4.0.ecar,Standard and expanded forms for Indian and International system,English,"{""spine"":{""ecarUrl"":""https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/ecar_files/org.ekstep.funtoot.stdexp/standard-and-expanded-form_1494508262172_org.ekstep.funtoot.stdexp_4.0_spine.ecar"",""size"":53123.0}}",application/vnd.ekstep.plugin-archive,,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/do_1122287478308290561110/artifact/b6c54c9bfbd5a47dccc7e4c972599607_1492767069219.jpeg,normal,2017-05-11T11:21:25.404+0000,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.stdexp/artifact/b6c54c9bfbd5a47dccc7e4c972599607_1492767069219.thumb.jpeg,Grade 1::Grade 2::Grade 3::Grade 4::Grade 5,https://ekstep-public-dev.s3-ap-south-1.amazonaws.com/content/org.ekstep.funtoot.stdexp/artifact/org.ekstep.funtoot.stdexp-1.0_457_1494507906_1494507953634.zip,2017-05-11T13:06:06.946+0000,2017-06-02T14:12:24.201+0000,Plugin,Henrietta,458,Default,All,457,content,org.ekstep.quiz.app,5-6::6-7::7-8::8-10,458,4.0,1496412744201,Review,hdpi,ecar_files/org.ekstep.funtoot.stdexp/standard-and-expanded-form_1494508261884_org.ekstep.funtoot.stdexp_4.0.ecar,2017-05-11T13:11:01.884+0000,85060.0,,457,1,numeracy,1.0,Standard and Expanded Form,,Live,C71,,English,,,,Henrietta,,,,,,,,,,,,,,,,,,
do_112242058783244288133,Content,,,,org.ekstep.numeracy.story.4508,,,English,,application/vnd.ekstep.plugin-archive,,,normal,2017-05-10T04:52:21.314+0000,,,,2017-05-24T12:17:18.673+0000,2017-06-02T14:12:24.453+0000,Plugin,,516,Default,All,516,content,org.ekstep.quiz.app,,,,1496412744453,,hdpi,,,,,516,2,numeracy,,Lesson 2,,Draft,"meth_3,C21",,,,,Learner,Aprajita Kumari,,,,,,,,,,,,,,,,,,
